Id,Schedule,Title,Type of Work,Company,Location,Pay,Status,State,City,Talent Type(s),Buyer Rating,Confirmed Start Time,Country,Distance,Estimated Total,Invoice ID,My Performance,Requests,Routes,Service Date,Shipments,Template,WO Rating,Zip,Schedule Note
8819700,10-20-2020 09:00 EDT,On Site -  Migration assistance needed for Help desk team to migration mobile devices for Exchange Migration project,Windows Device,Synoptek,"Elmwood Park, NJ, 07407",$876.60 ,Paid,NJ,Elmwood Park,,0,10-20-2020 09:00 EDT,US,247,$876.60 ,,,5,,10-20-2020 09:00 EDT,0,Bio Exchange V2,0,7407,
8838501,10-19-2020 09:30 EDT,[Uniondale NY] Laptops Installation,Windows Device,"360 Network Services, INC","Uniondale, NY, 11556",$155.55 ,Paid,NY,Uniondale,,0,10-19-2020 09:30 EDT,US,256,$155.55 ,,,0,,10-19-2020 09:30 EDT,0,,5,11556,
8727050,10-15-2020 09:00 EDT,Insight | PNC PC Retail Refresh | Primary One Tech Site | Front Office PC Refresh | $35/hr for 2 hours,Windows Device,Insight Enterprises Inc.,J144-PNC,$70 ,Paid,NJ,Elizabeth,,0,10-15-2020 09:00 EDT,US,265,$70 ,,,1,,10-15-2020 09:00 EDT,0,PNC-Bank PC Refresh Retail Primary,5,7202,
8727017,10-14-2020 13:30 EDT,Insight | PNC PC Retail Refresh | Primary One Tech Site | Front Office PC Refresh | $35/hr for 2 hours,Windows Device,Insight Enterprises Inc.,J464-PNC,$91 ,Paid,NJ,Jersey City,,0,10-14-2020 13:30 EDT,US,260,$91 ,,,2,,10-14-2020 13:30 EDT,0,PNC-Bank PC Refresh Retail Primary,5,7305,
8766164,10-06-2020 08:00 EDT,Tech needed for desktop/laptop prep,Windows Device,"D2 Asset Corp., DBA DecisionOne","New York, NY, 10016",$840 ,Paid,NY,New York,,0,10-06-2020 08:00 EDT,US,256,$824.60 ,,,0,,10-06-2020 08:00 EDT,0,Offical,5,10016,
8761227,10-01-2020 14:00 EDT,Swap Old desktop PC & monitor for New Desktop PC & monitor,Windows Device,SHI - Corp Services,"Hines,NYC - Project Office",$180 ,Paid,NY,"New York,",,0,10-01-2020 14:00 EDT,US,258,$90 ,,,5,40,10-01-2020 14:00 EDT,0,Onsite Support Services template,5,10014,
8723066,09-30-2020 13:00 EDT,Install and Training,POTS,ClearCaptions Inside Sales,"BROOKLYN, NY, 11212",$90 ,Paid,NY,BROOKLYN,,0,09-30-2020 13:00 EDT,US,262,$65 ,,,0,345,09-30-2020 13:00 EDT,0,BLUE Installation / Training - 6/2/21,5,11212,
8737896,09-29-2020 08:30 EDT,Deployment Win 7 - 10,General Tasks,Maintech,"Brooklyn, NY, 11235",$240 ,Paid,NY,Brooklyn,,0,09-29-2020 08:30 EDT,US,267,$199.80 ,,,0,,09-29-2020 08:30 EDT,0,,5,11235,
8738848,09-28-2020 08:30 EDT,Deployment Win 7 - 10,General Tasks,Maintech,"Brooklyn, NY, 11234",$280 ,Paid,NY,Brooklyn,,0,09-28-2020 08:30 EDT,US,265,$182.35 ,,,0,,09-28-2020 08:30 EDT,0,,5,11234,
8704631,09-24-2020 08:30 EDT,Deployment Win 7 - 10,General Tasks,Maintech,"Long Island City, NY, 11101",$280 ,Paid,NY,Long Island City,,0,09-24-2020 08:30 EDT,US,256,$225.05 ,,,0,,09-24-2020 08:30 EDT,0,,5,11101,
8690016,09-21-2020 08:30 EDT,Deployment Win 7 - 10,General Tasks,Maintech,"New York, NY, 10003",$280 ,Paid,NY,New York,,0,09-21-2020 08:30 EDT,US,257,$260.40 ,,,0,,09-21-2020 08:30 EDT,0,,5,10003,
8680020,09-18-2020 08:30 EDT,Deployment Win 7 - 10,General Tasks,Maintech,"Bohemia, NY, 11716",$280 ,Paid,NY,Bohemia,,0,09-18-2020 08:30 EDT,US,251,$126 ,,,0,,09-18-2020 08:30 EDT,0,,5,11716,
8679332,09-17-2020 08:30 EDT,Deployment Win 7 - 10,General Tasks,Maintech,"Franklin Square, NY, 11010",$240 ,Paid,NY,Franklin Square,,0,09-17-2020 08:30 EDT,US,259,$113.10 ,,,0,,09-17-2020 08:30 EDT,0,,5,11010,
8673965,09-15-2020 08:30 EDT,Deployment Win 7 - 10,General Tasks,Maintech,"Fresh Meadow, NY, 11365",$270 ,Paid,NY,Fresh Meadow,,0,09-15-2020 08:30 EDT,US,257,$270 ,,,1,,09-15-2020 08:30 EDT,0,,5,11365,
8671287,09-14-2020 08:30 EDT,Deployment Win 7 - 10,General Tasks,Maintech,"Astoria, NY, 11103",$252.60 ,Paid,NY,Astoria,,0,09-14-2020 08:30 EDT,US,255,$252.60 ,,,0,,09-14-2020 08:30 EDT,0,,5,11103,
8624146,09-11-2020 09:00 EDT,Lead POS Tech - 5 hours,Point of Sale,NCR Voyix - Retail,"EAST BRUNSWICK, NJ, 08816",$250 ,Paid,NJ,EAST BRUNSWICK,,0,09-11-2020 09:00 EDT,US,280,$250 ,,,5,,09-11-2020 09:00 EDT,0,Walmart POS Refresh FY21 - Lead template,5,8816,
8549485,09-09-2020 19:00 EDT,ASSIST TECH (FET-GB)- MUST bring MASK and the REQUIRED TOOLS,Point of Sale,NCR Voyix - Retail,"Walmart,2582",$180 ,Paid,NJ,CLINTON,,0,09-09-2020 19:00 EDT,US,276,$180 ,,,0,,09-09-2020 19:00 EDT,0,WM SCO ATs - FET-Go Back (GB),0,8809,
8599152,09-04-2020 08:30 EDT,HW unmount and move. Mask required. Phillips Head screwdriver required.,General Tasks,NCR Voyix - Retail,"Long Island City, NY, 11101",$110 ,Paid,NY,Long Island City,,0,09-04-2020 08:30 EDT,US,256,$110 ,,,0,,09-04-2020 08:30 EDT,0,Macy's HHS CT40 template,0,11101,
8571438,09-03-2020 08:30 EDT,Deployment Win 7 - 10,General Tasks,Maintech,"Bronx, NY, 10468",$240 ,Paid,NY,Bronx,,0,09-03-2020 08:30 EDT,US,248,$180 ,,,5,,09-03-2020 08:30 EDT,0,,5,10468,
8469848,08-26-2020 08:30 EDT,Deployment Win 7 - 10,General Tasks,Maintech,"Newark, NJ, 07105",$240 ,Paid,NJ,Newark,,0,08-26-2020 08:30 EDT,US,259,$215.10 ,,,0,,08-26-2020 08:30 EDT,0,,5,7105,
8469839,08-25-2020 08:30 EDT,Deployment Win 7 - 10,General Tasks,Maintech,"Rahway, NJ, 07065",$240 ,Paid,NJ,Rahway,,0,08-25-2020 08:30 EDT,US,269,$213 ,,,0,,08-25-2020 08:30 EDT,0,,5,7065,
8469832,08-24-2020 08:30 EDT,Deployment Win 7 - 10,General Tasks,Maintech,"Union, NJ, 07083",$280 ,Paid,NJ,Union,,0,08-24-2020 08:30 EDT,US,263,$194.25 ,,,0,,08-24-2020 08:30 EDT,0,,5,7083,
8469820,08-18-2020 08:30 EDT,Deployment Win 7 - 10,General Tasks,Maintech,"Bridgewater, NJ, 08807",$285 ,Paid,NJ,Bridgewater,,0,08-18-2020 08:30 EDT,US,275,$285 ,,,0,,08-18-2020 08:30 EDT,0,,5,8807,
8469815,08-17-2020 08:30 EDT,Deployment Win 7 - 10,General Tasks,Maintech,"Union, NJ, 07083",$270 ,Paid,NJ,Union,,0,08-17-2020 08:30 EDT,US,262,$270 ,,,0,,08-17-2020 08:30 EDT,0,,5,7083,
8469892,08-14-2020 08:30 EDT,Deployment Win 7 - 10,General Tasks,Maintech,"Neptune, NJ, 07753",$240 ,Paid,NJ,Neptune,,0,08-14-2020 08:30 EDT,US,294,$217.50 ,,,0,,08-14-2020 08:30 EDT,0,,5,7753,
8469809,08-11-2020 08:30 EDT,Deployment Win 7 - 10,General Tasks,Maintech,"Orange, NJ, 07050",$270 ,Paid,NJ,Orange,,0,08-11-2020 08:30 EDT,US,258,$270 ,,,0,,08-11-2020 08:30 EDT,0,,5,7050,
8463872,08-05-2020 08:30 EDT,Deployment Win 7 - 10,General Tasks,Maintech,"Newark, NJ, 07103",$338.45 ,Paid,NJ,Newark,,0,08-05-2020 08:30 EDT,US,259,$338.45 ,,,0,,08-05-2020 08:30 EDT,0,,5,7103,
8463849,08-04-2020 08:30 EDT,Deployment Win 7 - 10,General Tasks,Maintech,"Morris Plains, NJ, 07950",$270 ,Paid,NJ,Morris Plains,,0,08-04-2020 08:30 EDT,US,256,$270 ,,,0,,08-04-2020 08:30 EDT,0,,5,7950,
8463782,08-03-2020 08:30 EDT,Deployment Win 7 - 10,General Tasks,Maintech,"Newark, NJ, 07102",$280 ,Paid,NJ,Newark,,0,08-03-2020 08:30 EDT,US,259,$280 ,,,0,,08-03-2020 08:30 EDT,0,,5,7102,
8456473,07-30-2020 09:00 EDT,Deployment Win 7 - 10,General Tasks,Maintech,"East Hanover, NJ, 07936",$281.10 ,Paid,NJ,East Hanover,,0,07-30-2020 09:00 EDT,US,256,$281.10 ,,,0,,07-30-2020 09:00 EDT,0,,5,7936,
8418418,07-29-2020 07:00 EDT,Lead POS Tech - 7 hours,Point of Sale,NCR Voyix - Retail,"OLD BRIDGE, NJ, 08857",$287 ,Paid,NJ,OLD BRIDGE,,0,07-29-2020 07:00 EDT,US,283,$287 ,,,3,,07-29-2020 07:00 EDT,0,Walmart POS Refresh FY21 - Lead template,0,8857,
8451342,07-28-2020 09:00 EDT,Deployment Win 7 - 10,General Tasks,Maintech,"Cranford, NJ, 07016",$335.10 ,Paid,NJ,Cranford,,0,07-28-2020 09:00 EDT,US,266,$335.10 ,,,0,,07-28-2020 09:00 EDT,0,,5,7016,
8423314,07-20-2020 09:00 EDT,Easy Day sorting hardware,Windows Device,Uni-Data,Alliance Bernstein (White plains),$223.20 ,Paid,NY,White Plains,,0,07-20-2020 09:00 EDT,US,235,$223.20 ,,,0,,07-20-2020 09:00 EDT,0,,5,10601,
8383808,07-08-2020 08:00 EDT,Desktop Equipment Disconnect,Windows Device,Royal Communications,"New York,, NY, 10172",$700 ,Paid,NY,"New York,",,0,07-08-2020 08:00 EDT,US,256,$366.25 ,,,0,,07-08-2020 08:00 EDT,0,,5,10172,
8339207,07-02-2020 15:00 EDT,Install and Training,POTS,ClearCaptions Inside Sales,"New York, NY, 10002",$90 ,Paid,NY,New York,,0,07-02-2020 15:00 EDT,US,259,$73.25 ,,,0,300,07-02-2020 15:00 EDT,0,BLUE Installation / Training - 6/2/21,5,10002,
8355931,07-01-2020 08:00 EDT,Office IT Equipment Removal,Server/Storage,"DataMax Service, Inc",Models Sporting Goods,$425 ,Paid,NY,New York City,,0,07-01-2020 08:00 EDT,US,256,$425 ,,,0,,07-01-2020 08:00 EDT,0,Office IT Equipment Removal Project,5,10008,
8160448,04-28-2020 15:00 EDT,Install and Training,POTS,ClearCaptions Inside Sales,"NEW YORK, NY, 10027",$90 ,Paid,NY,NEW YORK,,0,04-28-2020 15:00 EDT,US,252,$66.25 ,,,0,301,04-28-2020 15:00 EDT,0,BLUE Installation / Training - 6/2/21,5,10027,
8094767,03-16-2020 08:00 EDT,Win 10 Depl - Work Order duration: about 6 days,Windows Device,Connection,JFK1,"$1,680 ",Paid,NY,Franklin Square,,0,03-16-2020 08:00 EDT,US,258,"$1,505 ",,,0,,03-16-2020 08:00 EDT,0,Technology Refresh template,5,11010,
7997717,03-09-2020 08:00 EDT,Win 10 Depl - Work Order duration: about 6 days,Windows Device,Connection,JFK1,"$1,680 ",Paid,NY,Franklin Square,,0,03-09-2020 08:00 EDT,US,258,"$1,551.55 ",,,12,,03-09-2020 08:00 EDT,0,Technology Refresh template,5,11010,
8027777,03-06-2020 08:15 EST,"Assist with the deinstallation, movement, and reinstallation of Computer HW and peripherals 3/6 and 3/7--16 hours of work",General Tasks,NCR Voyix - Retail,"New York, NY, 10001",$550 ,Paid,NY,New York,,0,03-06-2020 08:15 EST,US,256,$550 ,,5,2,,03-06-2020 08:15 EST,0,Macy's-POS Assist,5,10001,
8006595,03-04-2020 17:00 EST,Union Bank PC Deployment- Online Training Session,Windows Device,DG Business Solutions Inc,,$60 ,Paid,,,,0,03-04-2020 17:00 EST,,0,$60 ,,,0,,03-04-2020 17:00 EST,0,Union Bank Training,0,,
7961237,02-29-2020 09:00 EST,Assist with the Installation of Computer HW and peripherals,General Tasks,NCR Voyix - Retail,"New York, NY, 10018",$240 ,Paid,NY,New York,,0,02-29-2020 09:00 EST,US,256,$240 ,,,2,,02-29-2020 09:00 EST,0,Macy's-POS Assist,5,10018,
7961229,02-28-2020 13:30 EST,Assist with the deinstallation of Computer HW and peripherals,General Tasks,NCR Voyix - Retail,"New York, NY, 10001",$240 ,Paid,NY,New York,,0,02-28-2020 13:30 EST,US,256,$240 ,,,3,,02-28-2020 13:30 EST,0,Macy's-POS Assist,5,10001,
7962329,02-25-2020 09:00 EST,BU - Workstation move,Windows Device,United Data Technologies - Managed Services,"Rye Brook, NY, 10573",$120 ,Paid,NY,Rye Brook,,0,02-25-2020 09:00 EST,US,234,$49.50 ,,5,0,,02-25-2020 09:00 EST,0,,5,10573,
7900650,02-18-2020 08:00 EST,Desktop Support Engineer Feb 18th - 21st,Windows Device,DXC Technology Services LLC,"New Bruinswick, NJ, 08903","$1,120 ",Paid,NJ,New Bruinswick,,0,02-18-2020 08:00 EST,US,276,$959 ,,5,0,,02-18-2020 08:00 EST,0,,5,8903,
7852852,02-13-2020 06:00 EST,Target VSAT / (MAC) ELO Install -LEAD,General Tasks,PIVITAL,T1886,$242.20 ,Paid,NJ,Jersey City,,0,02-13-2020 06:00 EST,US,258,$242.20 ,,,0,477,02-13-2020 06:00 EST,0,CompuCom_2019_Target_Bundle_2 template,5,7310,
7893669,02-09-2020 10:30 EST,Technician Needed for Malware Remediation,Windows Device,SmartSource Inc.,Toll Brothers,$200 ,Paid,NY,New York,,0,02-09-2020 10:30 EST,US,260,$101.75 ,,,0,,02-09-2020 10:30 EST,0,Malware Remediation template,0,10004,
7892762,02-08-2020 10:30 EST,Technician Needed for Malware Remediation,Windows Device,SmartSource Inc.,"New York, NY, 10013",$200 ,Paid,NY,New York,,0,02-08-2020 10:30 EST,US,259,$149.50 ,,,0,,02-08-2020 10:30 EST,0,Malware Remediation template,0,10013,
7883435,02-07-2020 08:00 EST,Technician Needed for Malware Remediation,Windows Device,SmartSource Inc.,Toll Brothers,$306.25 ,Paid,NY,New York,,0,02-07-2020 08:00 EST,US,260,$306.25 ,,,8,,02-07-2020 08:00 EST,0,Malware Remediation template,0,10004,
7942250,02-07-2020 08:00 EST,Technician Needed for Malware Remediation,Windows Device,SmartSource Inc.,Toll Brothers,$100 ,Paid,NY,New York,,0,02-07-2020 08:00 EST,US,260,$25 ,,,0,,02-07-2020 08:00 EST,0,Malware Remediation template,0,10004,
7786841,01-27-2020 09:00 EST,VDI Equipment Deployment Project,Windows Device,Emtec Inc,"New York, NY, 10017",$960 ,Paid,NY,New York,,0,01-27-2020 09:00 EST,US,256,$800.80 ,,,0,,01-27-2020 09:00 EST,0,IDB - Backfill Support - VDI or Desktop support,0,10017,
7694051,01-23-2020 09:00 EST,VDI Equipment Deployment Project,Windows Device,Emtec Inc,"New York, NY, 10017",$640 ,Paid,NY,New York,,0,01-23-2020 09:00 EST,US,256,$521.20 ,,,0,,01-23-2020 09:00 EST,0,IDB - Backfill Support - VDI or Desktop support,5,10017,
7137901,01-22-2020 09:00 EST,PC re-image and/or pc replacement,Point of Sale,xxx-AVT Technology Solutions LLC,Staples,$240 ,Paid,NY,New York,,0,01-22-2020 09:00 EST,US,257,$240 ,,,2,,01-22-2020 09:00 EST,0,Staples Rental PC 2019 template,5,10003,
7694046,01-21-2020 09:00 EST,VDI Equipment Deployment Project,Windows Device,Emtec Inc,"New York, NY, 10017",$640 ,Paid,NY,New York,,0,01-21-2020 09:00 EST,US,256,$265.20 ,,,0,,01-21-2020 09:00 EST,0,IDB - Backfill Support - VDI or Desktop support,5,10017,
7693829,01-16-2020 09:00 EST,VDI Equipment Deployment Project,Windows Device,Emtec Inc,"New York, NY, 10017",$640 ,Paid,NY,New York,,0,01-16-2020 09:00 EST,US,256,$574.80 ,,,0,,01-16-2020 09:00 EST,0,IDB - Backfill Support - VDI or Desktop support,5,10017,
7137894,01-15-2020 09:00 EST,PC re-image and/or pc replacement,Point of Sale,xxx-AVT Technology Solutions LLC,Staples,$240 ,Paid,NY,Bronx,,0,01-15-2020 09:00 EST,US,248,$240 ,,,1,,01-15-2020 09:00 EST,0,Staples Rental PC 2019 template,5,10462,
7135432,01-14-2020 09:00 EST,PC re-image and/or pc replacement,Point of Sale,xxx-AVT Technology Solutions LLC,Staples,$180 ,Paid,NY,New York,,0,01-14-2020 09:00 EST,US,256,$180 ,,,0,,01-14-2020 09:00 EST,0,Staples Rental PC 2019 template,5,10022,
7693811,01-10-2020 09:00 EST,VDI Equipment Deployment Project,Windows Device,Emtec Inc,"New York, NY, 10017",$320 ,Paid,NY,New York,,0,01-10-2020 09:00 EST,US,256,$320 ,,,0,,01-10-2020 09:00 EST,0,IDB - Backfill Support - VDI or Desktop support,5,10017,
7135437,01-09-2020 09:00 EST,PC re-image and/or pc replacement,Point of Sale,xxx-AVT Technology Solutions LLC,Staples,$180 ,Paid,NY,New York,,0,01-09-2020 09:00 EST,US,249,$180 ,,,0,,01-09-2020 09:00 EST,0,Staples Rental PC 2019 template,5,10033,
7728569,01-08-2020 13:30 EST,VDI Equipment Deployment Project,Windows Device,Emtec Inc,"New York, NY, 10017",$320 ,Paid,NY,New York,,0,01-08-2020 13:30 EST,US,256,$118 ,,,0,,01-08-2020 13:30 EST,0,IDB - Backfill Support - VDI or Desktop support,5,10017,
7135450,01-08-2020 09:00 EST,PC re-image and/or pc replacement,Point of Sale,xxx-AVT Technology Solutions LLC,Staples,$240 ,Paid,NY,Manhattan,,0,01-08-2020 09:00 EST,US,256,$240 ,,,2,,01-08-2020 09:00 EST,0,Staples Rental PC 2019 template,5,10017,
7421203,01-08-2020 09:00 EST,Kiosk de-install,Point of Sale,xxx-AVT Technology Solutions LLC,Staples,$70 ,Paid,NY,Manhattan,,0,01-08-2020 09:00 EST,US,256,$70 ,,,0,,01-08-2020 09:00 EST,0,Staples P@ss kiosk de-install template,5,10017,
7135449,01-07-2020 09:00 EST,PC re-image and/or pc replacement,Point of Sale,xxx-AVT Technology Solutions LLC,Staples,$240 ,Paid,NY,New York,,0,01-07-2020 09:00 EST,US,259,$240 ,,,2,,01-07-2020 09:00 EST,0,Staples Rental PC 2019 template,5,10007,
7421195,01-07-2020 09:00 EST,Kiosk de-install,Point of Sale,xxx-AVT Technology Solutions LLC,Staples,$70 ,Paid,NY,New York,,0,01-07-2020 09:00 EST,US,259,$70 ,,,3,,01-07-2020 09:00 EST,0,Staples P@ss kiosk de-install template,5,10007,
7693800,01-06-2020 09:00 EST,VDI Equipment Deployment Project,Windows Device,Emtec Inc,"New York, NY, 10017",$320 ,Paid,NY,New York,,0,01-06-2020 09:00 EST,US,256,$313.60 ,,,0,,01-06-2020 09:00 EST,0,IDB - Backfill Support - VDI or Desktop support,5,10017,
7634661,12-17-2019 10:00 EST,Complete background check paper work for client,Windows Device,Emtec Inc,"New York, NY, 10017",$80 ,Paid,NY,New York,,0,12-17-2019 10:00 EST,US,256,$80 ,,,0,,12-17-2019 10:00 EST,0,IDB - Backfill Support - VDI or Desktop support,5,10017,
7328251,12-16-2019 09:00 EST,PC re-image and/or pc replacement,Point of Sale,xxx-AVT Technology Solutions LLC,Staples,$240 ,Paid,NJ,Bloomfield,,0,12-16-2019 09:00 EST,US,256,$240 ,,,1,,12-16-2019 09:00 EST,0,Staples Rental PC 2019 template,5,7003,
7421190,12-16-2019 09:00 EST,Kiosk de-install,Point of Sale,xxx-AVT Technology Solutions LLC,Staples,$70 ,Paid,NJ,Bloomfield,,0,12-16-2019 09:00 EST,US,256,$70 ,,,0,,12-16-2019 09:00 EST,0,Staples P@ss kiosk de-install template,5,7003,
7624194,12-14-2019 09:45 EST,Reconnect 60-70 PC workstations - Midtown NYC --- Tech 2,Windows Device,Network CPR Inc.,"New York, NY, 10036",$120 ,Paid,NY,New York,,0,12-14-2019 09:45 EST,US,256,$120 ,,,0,,12-14-2019 09:45 EST,0,,5,10036,
7620346,12-13-2019 08:30 EST,Hardware/ software support #4,Windows Device,Network CPR Inc.,"new york, NY, 10055",$168 ,Paid,NY,new york,,0,12-13-2019 08:30 EST,US,256,$135.03 ,,5,0,,12-13-2019 08:30 EST,0,,0,10055,
7579531,12-12-2019 10:00 EST,Kiosk Rebuild,Point of Sale,F2Onsite,"Brooklyn, NY, 11234",$120 ,Paid,NY,Brooklyn,,0,12-12-2019 10:00 EST,US,265,$30 ,,,0,,12-12-2019 10:00 EST,0,Macy's Kiosk Rebuild,0,11234,
7578260,12-10-2019 08:00 EST,"WIPRO_SPGI. - Service Type: Tue Dec -10th, 8 AM-4PM - New York, NY",Windows Device,Hemmersbach US,"New York, NY, 10004",$425 ,Paid,NY,New York,,0,12-10-2019 08:00 EST,US,260,$170 ,,,0,,12-10-2019 08:00 EST,0,Service Type: (IMAC/Troubleshooting/Network Support),0,10004,
7567085,12-09-2019 08:00 EST,"WIPRO_SPGI. - Service Type: Mon Dec -9th, 8 AM-4PM - New York, NY",Windows Device,Hemmersbach US,"New York, NY, 10004",$425 ,Paid,NY,New York,,0,12-09-2019 08:00 EST,US,260,$180.50 ,,,0,,12-09-2019 08:00 EST,0,Service Type: (IMAC/Troubleshooting/Network Support),0,10004,
7421170,12-05-2019 09:00 EST,Kiosk de-install,Point of Sale,xxx-AVT Technology Solutions LLC,Staples,$100 ,Paid,NY,Queens,,0,12-05-2019 09:00 EST,US,256,$100 ,,,3,,12-05-2019 09:00 EST,0,Staples P@ss kiosk de-install template,5,11377,
7553169,12-04-2019 10:00 EST,Kiosk Rebuild,Point of Sale,F2Onsite,"Brooklyn, NY, 11201",$120 ,Paid,NY,Brooklyn,,0,12-04-2019 10:00 EST,US,260,$59.40 ,,,1,1,12-04-2019 10:00 EST,0,Macy's Kiosk Rebuild,0,11201,
7552247,11-29-2019 11:00 EST,DNP.SPT.NLP.REIMAGE - 132260,Printer,"Velocity, Inc","Bronx, NY, 10468",$167.30 ,Paid,NY,Bronx,,0,11-29-2019 11:00 EST,US,248,$167.30 ,,,0,,11-29-2019 11:00 EST,0,,0,10468,
7500701,11-25-2019 08:00 EST,"WIPRO_SPGI. - Service Type: (Need 5 techs) Mon Nov -25 & 26, 8AM-4PM  - New York, NY",Windows Device,Hemmersbach US,"New York, NY, 10004",$425 ,Paid,NY,New York,,0,11-25-2019 08:00 EST,US,260,$361.75 ,,,0,,11-25-2019 08:00 EST,0,Service Type: (IMAC/Troubleshooting/Network Support),0,10004,
7487686,11-19-2019 06:00 EST,POS register HDD replacement,Point of Sale,xxx-AVT Technology Solutions LLC,Bath & Body Works,$150 ,Paid,NY,New York,,0,11-19-2019 06:00 EST,US,256,$150 ,,,1,,11-19-2019 06:00 EST,0,BBW HDD replacement template,5,10017,
7500761,11-16-2019 09:00 EST,REIMAGE 450 PCs -- multi day project / 8-10 hours per day,Windows Device,Computer Plus,"Roosevelt, NY, 11575","$1,290.50 ",Paid,NY,Roosevelt,,0,11-16-2019 09:00 EST,US,259,"$1,290 ",,,1,,11-16-2019 09:00 EST,0,,0,11575,
7492584,11-15-2019 15:00 EST,WIN 10 PC Setup Tech 1,Windows Device,Pomeroy,"Elmsford, NY, 10523",$90 ,Paid,NY,Elmsford,,0,11-15-2019 15:00 EST,US,234,$90 ,,5,0,,11-15-2019 15:00 EST,0,AutoNation_ SOW 9 - WIN 10 PC Setup,5,10523,
7411627,11-12-2019 10:00 EST,Retail POS Upgrade from version 1220/1230 to 1535,Point of Sale,"Might Enterprises, Inc.","Nanuet, NY, 10954",$120 ,Paid,NY,Nanuet,,0,11-12-2019 10:00 EST,US,233,$120 ,,,0,11,11-12-2019 10:00 EST,0,NCR - Dunkin Donuts POS Upgrade,0,10954,
7264537,10-29-2019 09:00 EDT,WIN 10 PC Setup Tech 2 | 2 days,Windows Device,Pomeroy,"Mount Kisko, NY, 10549","$1,334 ",Paid,NY,Mount Kisko,,0,10-29-2019 09:00 EDT,US,222,"$1,334 ",,5,2,,10-29-2019 09:00 EDT,0,AutoNation_ SOW 9 - WIN 10 PC Setup,5,10549,
7332786,10-22-2019 09:00 EDT,WIN 10 PC Setup Tech 2,Windows Device,Pomeroy,"Mount Kisco, NY, 10549",$412.80 ,Paid,NY,Mount Kisco,,0,10-22-2019 09:00 EDT,US,222,$412.80 ,,,0,,10-22-2019 09:00 EDT,0,AutoNation_ SOW 9 - WIN 10 PC Setup,5,10549,
7346911,10-21-2019 09:00 EDT,WIN 10 PC Setup Tech 2,Windows Device,Pomeroy,"Rochelle, NY, 10801",$374.40 ,Paid,NY,Rochelle,,0,10-21-2019 09:00 EDT,US,243,$374.40 ,,5,0,,10-21-2019 09:00 EDT,0,AutoNation_ SOW 9 - WIN 10 PC Setup,5,10801,
7261042,10-14-2019 08:00 EDT,Hand held scanner replacement,Point of Sale,xxx-AVT Technology Solutions LLC,TJ Maxx,$90 ,Paid,NY,Brooklyn,,0,10-14-2019 08:00 EDT,US,266,$90 ,,,1,,10-14-2019 08:00 EDT,0,TJX Honeywell Scanner template,5,11229,
7301854,10-10-2019 12:00 EDT,missing hand scanner,General Tasks,PIVITAL,TARGET T1849,$75 ,Paid,NY,Brooklyn,,0,10-10-2019 12:00 EDT,US,261,$75 ,,5,0,96,10-10-2019 12:00 EDT,0,CompuCom_Target_Reactive_B/F,0,11217,
7299034,10-09-2019 09:00 EDT,Install New PC /Re-Image old PC and Mount iPads,Windows Device,Macro Integration Services,"Woodbridge, NJ, 07095",$215 ,Paid,NJ,Woodbridge,,0,10-09-2019 09:00 EDT,US,274,$215 ,,5,2,,10-09-2019 09:00 EDT,0,Extended Stay PMS Install template,0,7095,
7264475,10-08-2019 09:00 EDT,WIN 10 PC Setup Tech 2,Windows Device,Pomeroy,"Elmsford, NY, 10523",$320 ,Paid,NY,Elmsford,,0,10-08-2019 09:00 EDT,US,235,$320 ,,5,3,,10-08-2019 09:00 EDT,0,AutoNation_ SOW 9 - WIN 10 PC Setup,5,10523,
7107746,09-24-2019 08:00 EDT,GM and MM PC replacement,Windows Device,xxx-AVT Technology Solutions LLC,Staples,$240 ,Paid,NY,Manhattan,,0,09-24-2019 08:00 EDT,US,256,$240 ,,5,1,,09-24-2019 08:00 EDT,0,Staples GM/MM PC template,5,10036,
7107740,09-23-2019 13:00 EDT,GM and MM PC replacement,Windows Device,xxx-AVT Technology Solutions LLC,Staples,$240 ,Paid,NY,Manhattan,,0,09-23-2019 13:00 EDT,US,258,$240 ,,5,1,,09-23-2019 13:00 EDT,0,Staples GM/MM PC template,5,10003,
7199106,09-20-2019 12:00 EDT,Chromebox Refresh -Revisit,General Tasks,PIVITAL,"BROOKLYN, NY, 11201",$147 ,Paid,NY,BROOKLYN,,0,09-20-2019 12:00 EDT,US,260,$29.82 ,,5,0,,09-20-2019 12:00 EDT,0,CompuCom_2019_Target_Bundle_2 template,5,11201,
7108550,09-19-2019 08:00 EDT,GM and MM PC replacement,Windows Device,xxx-AVT Technology Solutions LLC,Staples,$240 ,Paid,NY,Harlem,,0,09-19-2019 08:00 EDT,US,252,$240 ,,,2,,09-19-2019 08:00 EDT,0,Staples GM/MM PC template,5,10027,
7108537,09-18-2019 08:00 EDT,GM and MM PC replacement,Windows Device,xxx-AVT Technology Solutions LLC,Staples,$180 ,Paid,NY,Jackson Heights,,0,09-18-2019 08:00 EDT,US,256,$180 ,,,1,,09-18-2019 08:00 EDT,0,Staples GM/MM PC template,5,11372,
